film_id,genre,release_date,title,length,rental_cost
7765,comedy,1983-09-28,Maintain day if popular forward image.,2.43,6.34
7766,scifi,2016-03-13,Care dark buy still common nor ok policy.,2.3600000000000003,8.56
7767,comedy,2019-05-23,Land author woman least me.,1.16,9.81
7768,scifi,1995-05-31,Discuss lot race.,2.0300000000000002,4.51
7769,romance,2009-03-17,Yes little office watch turn.,1.8399999999999999,6.2
7770,documentary,1985-06-17,Both country case reveal son perform safe.,0.36,2.29
7771,scifi,1994-06-23,Rock sign day check parent.,1.22,9.87
7772,scifi,2001-08-28,Professor fly those enjoy environment.,1.5899999999999999,6.69
7773,romance,1986-12-12,Size suffer senior night suffer none help.,2.27,3.78
7774,documentary,1977-02-06,Small oil wait ask record together box cause.,2.0,2.27
7775,comedy,1992-01-22,Population cause learn career under of green.,2.06,4.09
7776,documentary,2021-07-05,Team offer resource majority.,1.93,3.38
7777,documentary,1982-12-04,Glass future clearly.,1.01,5.04
7778,documentary,2016-04-18,Less chair final later.,2.2600000000000002,2.18
7779,scifi,1978-01-20,Without whole his color seven understand.,1.43,8.61
7780,scifi,1996-01-16,Relate figure bank still use Congress minute.,0.35,1.66
7781,documentary,1985-06-18,Civil course seek head.,2.95,7.63
7782,romance,1999-02-06,Particularly theory much talk story sing early.,0.38,0.3
7783,comedy,1987-06-28,Environment kitchen magazine economic.,2.73,3.57
7784,scifi,2018-04-29,Per lead foot none.,2.98,9.38
7785,scifi,1983-07-08,Result ago summer middle fear if.,1.02,9.77
7786,romance,2015-01-10,Task peace season far might.,0.23,6.97
7787,romance,2007-07-25,Fast political first project various.,2.0500000000000003,2.7
7788,comedy,1992-10-20,Similar a expert create.,2.09,0.41
7789,comedy,1997-07-19,Song film care science reach.,2.31,7.28
7790,documentary,2003-05-09,Stay in skill size adult herself more.,3.1300000000000003,9.58
7791,romance,2017-03-13,Budget wish read explain else paper trial.,0.94,9.62
7792,scifi,1998-05-31,Hold machine interest data cut yourself.,2.5,6.73
7793,romance,2017-05-29,Hope member civil religious return study.,1.43,9.57
7794,scifi,1988-03-04,Simple specific kitchen maintain today argue throw.,0.28,4.25
7795,romance,1995-02-14,Onto political well yet.,1.66,5.71
7796,comedy,2000-04-19,Form pull wear outside east usually.,1.3,6.49
7797,romance,1986-12-17,Course yard often.,0.26,3.39
7798,documentary,1977-09-25,Full house whatever environment.,1.71,3.2
7799,documentary,1984-03-14,Way development score approach task understand worry.,1.53,3.59
7800,romance,1996-06-07,Laugh building some become.,1.31,5.43
7801,romance,1990-12-12,Cover fast old suddenly light ground society.,2.4000000000000004,6.52
7802,documentary,2020-01-03,Gun form before rate work quite.,0.25,1.17
7803,scifi,1989-02-25,Already think wrong character.,1.21,1.09
7804,scifi,1996-06-04,Her bad size sure.,2.21,4.4
7805,scifi,1991-10-28,Forward age tree they main decision.,2.33,6.32
7806,comedy,2013-07-10,Line standard professor low age page eye.,1.7,2.83
7807,documentary,2000-11-06,Reach able level green star.,1.41,8.58
7808,comedy,1995-04-03,Decide second strong grow page pass.,0.49,5.97
7809,romance,1982-06-06,Wife treatment a scientist speech.,2.41,6.1
7810,romance,2010-11-05,Pretty speak unit factor.,2.35,2.26
7811,scifi,1980-03-08,Shoulder participant water.,2.25,7.7
7812,comedy,2003-12-01,Level standard though shoulder specific hot course.,2.6100000000000003,3.55
7813,documentary,1998-11-24,Feel someone control lot social standard course.,0.33,8.26
7814,romance,2011-12-23,However step take enjoy owner.,2.08,9.56
7815,documentary,2018-12-01,Weight fight production society improve see throw.,1.01,6.71
7816,comedy,2007-08-15,Record car report again single.,2.58,4.04
7817,documentary,2013-07-26,Top stay the realize or.,1.8299999999999998,4.35
7818,comedy,2002-07-06,Reach it art.,0.41000000000000003,3.47
7819,comedy,2018-06-08,Product know never theory region eat wife.,2.12,5.84
7820,scifi,1996-11-23,Mention somebody stand.,3.04,7.91
7821,romance,1983-06-27,Think billion century also.,1.21,0.94
7822,scifi,1998-05-30,Rest green ten matter image.,1.99,4.67
7823,scifi,1978-05-15,Three put effect character worry receive rate.,1.8299999999999998,3.55
7824,romance,1995-08-19,Blue thing rest woman each.,0.29000000000000004,0.36
7825,romance,1995-03-11,Outside six big toward.,1.3399999999999999,4.56
7826,comedy,1998-01-27,Son agency image field between impact question.,0.5700000000000001,9.35
7827,comedy,1983-02-14,Lose sure than talk ago.,1.44,1.9
7828,comedy,1988-02-13,System total thus impact effect seven chance.,0.43000000000000005,0.18
7829,romance,2019-04-05,Rather image yes add.,1.75,2.03
7830,romance,1977-01-25,Item capital follow growth several.,0.6699999999999999,9.32
7831,comedy,1981-01-29,Necessary opportunity democratic full doctor on.,2.8000000000000003,0.26
7832,documentary,1983-01-16,Place after cup door learn before him available.,0.5700000000000001,0.83
7833,scifi,1994-01-14,Me by grow wind when around age.,1.2,3.19
7834,scifi,1977-05-13,Within book community capital should by rock recognize.,1.04,3.31
7835,documentary,2004-05-24,Reason kitchen military discover me.,0.77,8.88
7836,comedy,2021-07-07,Should officer fall then on spring section whom.,2.83,8.09
7837,comedy,1979-05-20,Reason fear seek.,3.1900000000000004,6.87
7838,documentary,1988-04-06,Local give discussion this citizen.,3.18,4.96
7839,romance,2006-11-28,Performance which data dinner break government.,1.95,8.76
7840,documentary,2013-01-04,Outside spend dream force.,2.66,2.83
7841,romance,2003-12-06,Part yet activity respond.,1.88,1.47
7842,scifi,1989-04-14,Score Democrat act check design anyone.,2.1,3.51
7843,scifi,1992-06-15,Certainly human anything TV story north.,2.47,0.29
7844,romance,2001-07-24,Blood short when risk action social.,1.38,2.11
7845,romance,2006-10-19,Kind affect me still history beautiful above.,2.64,4.11
7846,romance,2004-11-15,Try military business let officer land.,1.39,6.41
7847,scifi,1991-01-20,Go simple drug either environmental.,2.2600000000000002,2.8
7848,comedy,2006-03-10,Several discussion drop.,2.5300000000000002,9.07
7849,scifi,2010-01-22,International half another free production product.,0.56,7.44
7850,documentary,1978-12-10,Base soon treat question off staff leg.,2.0,4.42
7851,comedy,2007-08-13,Piece who final range such.,1.74,4.76
7852,romance,2003-08-29,Night open central green also pull section.,2.71,0.08
7853,romance,2002-12-23,Safe enter want indicate.,1.12,1.04
7854,romance,1999-12-04,Cultural lead base somebody line.,0.7,8.95
7855,romance,2017-07-31,Above fine high wide course recent.,1.74,2.95
7856,scifi,2010-05-18,Just hit physical my under college make spend.,0.64,6.87
7857,documentary,1988-11-18,Far guy question red where around how.,0.28,8.58
7858,romance,1981-11-30,Sort care herself do.,1.3,8.9
7859,comedy,2013-03-19,Hope next always wonder fire likely on.,0.4,8.56
7860,documentary,2014-12-08,Claim cup region soldier prove business station.,1.97,1.94
7861,comedy,1979-02-21,New watch year.,1.2,6.14
7862,scifi,2003-08-05,Hope party voice medical.,2.9000000000000004,8.96
7863,documentary,1978-11-06,Rate show concern these.,1.94,9.89
7864,documentary,1994-01-09,Sign would people cause.,1.75,9.19
7865,comedy,1988-04-05,Ever better sport practice parent.,1.12,2.25
7866,comedy,2014-12-14,So some page nature according foreign hit.,0.96,5.82
7867,scifi,2003-07-20,Occur idea including sort after along.,2.33,2.89
7868,documentary,2015-06-04,Future team consumer street animal.,0.5900000000000001,5.18
7869,comedy,1984-12-21,Agreement before I since meet.,1.39,8.5
7870,romance,2002-11-06,Fill your section father book agreement.,2.6900000000000004,5.63
7871,scifi,1990-05-11,Amount perform there worker member.,3.1100000000000003,1.55
7872,documentary,2001-01-09,Future result president first.,1.26,3.18
7873,comedy,1990-08-08,Woman remember move east author chair.,2.3800000000000003,8.1
7874,romance,1999-12-22,Design seem simply we happy our parent mission.,0.38,3.71
7875,comedy,2002-09-24,Dark role plan environmental individual.,3.06,2.38
7876,romance,1980-03-02,Mission interesting campaign.,3.02,5.13
7877,comedy,1998-10-01,Water collection oil compare early score newspaper.,1.08,7.58
7878,scifi,2011-01-04,Party available such not.,0.32,4.86
7879,scifi,1986-02-01,At rise goal right affect.,2.49,0.92
7880,romance,1999-07-23,Agree crime get education charge chair.,2.72,1.15
7881,comedy,1994-12-26,Phone realize two behavior see west.,0.25,5.19
7882,scifi,1993-05-21,Investment admit including force focus national authority.,1.52,7.24
7883,scifi,1991-10-02,Difficult nice project experience home medical.,0.28,7.39
7884,romance,2002-03-30,Environmental sure visit century develop.,0.73,3.01
7885,comedy,1979-09-04,School brother thousand case analysis.,2.97,0.83
7886,documentary,1985-07-26,Back left life situation most.,2.2800000000000002,4.45
7887,documentary,2016-09-30,Character nothing thing opportunity.,1.75,6.22
7888,documentary,1982-07-19,Board yourself officer majority edge.,2.09,5.66
7889,comedy,1996-12-08,Statement sound couple arm magazine.,2.5700000000000003,1.53
7890,documentary,1983-01-12,Center describe hear record.,1.73,9.79
7891,scifi,2005-08-02,Us himself under white.,1.22,2.44
7892,scifi,2013-03-17,Alone method himself red animal.,1.5,8.2
7893,romance,2014-08-06,Above until toward large business.,2.11,3.84
7894,comedy,2001-09-06,When maintain sister find.,1.25,9.24
7895,romance,2002-03-12,Activity describe save option.,2.97,1.76
7896,romance,1986-09-06,Article world agency market various.,0.34,5.08
7897,comedy,2009-01-17,Section woman name believe generation.,2.74,7.42
7898,documentary,1977-11-05,Catch clearly list role relationship if.,1.15,7.81
7899,comedy,1998-12-31,Write wear nearly get.,3.1100000000000003,7.99
7900,romance,1995-05-20,Pm rule painting sit special alone page.,2.4000000000000004,4.22
7901,comedy,1997-03-20,Deal ten such employee technology six product people.,1.12,2.51
7902,comedy,2009-06-18,Left practice subject everyone test lot.,1.71,8.89
7903,romance,1990-06-10,Order performance wide two stock.,1.95,7.29
7904,romance,1991-06-03,Task cell how finish suffer whatever community.,2.24,3.98
7905,romance,1981-04-15,Today field leader least travel.,3.0900000000000003,5.14
7906,comedy,1990-10-06,Eye cover clearly understand similar safe.,2.7,1.35
7907,comedy,2004-05-14,She clearly keep fill top develop every.,2.72,1.07
7908,documentary,2003-11-02,Take leader life real south staff lead.,2.27,2.97
7909,scifi,2011-10-01,Culture response interview region.,0.73,0.69
7910,romance,2005-06-04,Loss candidate store red traditional require future.,3.0900000000000003,3.29
7911,romance,2015-03-23,Capital indicate job recently picture.,1.53,1.02
7912,scifi,1990-08-02,Development similar realize sort.,2.8800000000000003,8.17
7913,scifi,1997-04-11,Dog then account to list wish weight.,2.5300000000000002,8.77
7914,comedy,1984-02-19,With result two ability save statement lawyer.,1.52,9.89
7915,scifi,1981-03-23,Attack school management everyone point.,2.5,4.98
7916,documentary,1990-09-17,Any soldier base point level great.,0.54,5.12
7917,comedy,1991-11-25,Above that town same center but.,2.87,9.71
7918,romance,1983-07-07,Hard notice mind industry.,1.29,1.37
7919,scifi,2015-12-03,Race while control information tonight wind stock.,1.74,9.47
7920,documentary,1980-01-21,Environment total involve almost green action age.,1.79,9.04
7921,romance,2013-08-29,Run building your speak box spend.,2.4200000000000004,8.84
7922,scifi,1979-11-09,They analysis happen issue yet.,1.8699999999999999,7.01
7923,comedy,1988-09-19,School eye voice party.,0.71,6.9
7924,scifi,1994-02-26,Century beautiful big not deal partner seat beyond.,1.26,7.38
7925,documentary,1991-04-21,Almost water hour.,3.0300000000000002,0.26
7926,documentary,2013-08-14,Leader then everybody despite.,3.08,9.16
7927,scifi,2007-06-05,Child against art.,0.42000000000000004,0.75
7928,comedy,2006-03-04,Page financial ten law catch.,1.47,2.96
7929,scifi,1995-03-26,Seat option that list smile.,2.6500000000000004,8.47
7930,scifi,2002-10-21,There onto people Mr tend them.,0.24000000000000002,6.19
7931,romance,1984-09-26,Amount with feel sell price.,0.25,5.36
7932,romance,1994-07-19,Election method check significant campaign.,1.02,1.44
7933,scifi,2021-01-28,Left of tough discussion reflect dream nation.,0.41000000000000003,5.65
7934,scifi,2002-09-10,Way art receive lose kitchen entire shake image.,3.0,7.17
7935,romance,1994-10-05,Majority act accept thing deep shake.,2.97,2.81
7936,comedy,1992-11-12,Family join this modern national face benefit once.,0.51,4.45
7937,comedy,1999-04-23,Standard voice strong heart trouble inside lose.,1.8299999999999998,3.88
7938,documentary,2012-01-26,President sign own total will surface.,2.8000000000000003,2.12
7939,documentary,1978-07-14,Hold place admit bring expert cultural.,0.76,6.09
7940,documentary,1983-10-09,Hundred test everything.,0.31,5.17
7941,documentary,2015-02-08,Treat stop conference.,1.48,5.06
7942,documentary,2012-05-23,News total close.,0.75,5.05
7943,documentary,2016-09-26,By step money worker long fear land.,1.78,1.04
7944,documentary,1997-10-12,Suddenly visit recently look entire worry friend charge.,0.95,6.91
7945,documentary,2002-04-14,Travel affect simple.,1.14,7.52
7946,comedy,2014-06-25,Worry family wrong time do perform.,1.96,4.83
7947,scifi,1986-05-06,Quality election throughout.,2.1,7.23
7948,comedy,2006-12-02,Resource remain second south his clear success.,0.6000000000000001,9.24
7949,comedy,1997-05-24,West on get rest group outside apply.,0.48000000000000004,8.6
7950,documentary,1977-12-18,Stop center culture newspaper security hospital not.,1.79,5.28
7951,romance,2011-06-30,There paper my fact.,1.94,3.92
7952,romance,1984-08-31,Activity remain organization left likely outside stock.,0.54,3.94
7953,documentary,2009-09-30,Whole concern condition mention according population.,1.55,5.63
7954,romance,2021-12-01,Successful be safe learn become could.,2.56,8.99
7955,scifi,1989-03-06,Win economic I put stuff country especially.,1.9,2.84
7956,documentary,2019-08-17,Less skin visit little themselves type.,0.9299999999999999,3.55
7957,romance,2011-12-10,Today save scientist safe imagine contain study.,0.69,6.6
7958,documentary,2015-08-02,Fast stage draw per cell.,1.7,1.4
7959,comedy,2002-01-23,Enjoy face everybody interesting.,2.77,2.47
7960,documentary,2011-01-17,Apply effort floor model light nation road compare.,1.47,9.22
7961,romance,1984-09-02,Agency six chair make.,1.82,7.86
7962,documentary,1995-04-28,Off win something hear design real building.,2.08,4.5
7963,romance,1996-05-28,Common five view treat box.,0.8999999999999999,8.9
7964,documentary,1980-02-15,Few which thought manager loss building public structure.,1.32,5.14
7965,scifi,2015-10-01,Pay two father.,2.15,9.55
7966,comedy,1985-07-20,Staff standard just interview nothing contain popular popular.,0.52,9.25
7967,comedy,2007-08-19,Attention agree suddenly coach contain finish.,1.8699999999999999,2.18
7968,comedy,2012-02-04,Officer art food finish teach front.,1.65,7.91
